timestamp,level,logger,session_id,user_id,plan_id,provider,model,latency_ms,tokens,status,intent,query,result_type,node_id,node_type,operation,execution_time_ms,completed_nodes,failed_nodes,replan_count,endpoint,method,http_status,response_ms,memory_mb,error_type,error_detail,context,stack_trace,action,ip_address,user_agent,page,component,event_type,browser,viewport,message,extra_json
2026-03-02T19:06:49.599307+00:00,INFO,copilot.workflow,,,plan_b5d863eef26c,,,,,success,,,,compute_zero_percentages,analysis,calculate_zero_percentages,1458.3,,,,,,,,,,,,,,,,,,,,,[NODE] plan=plan_b5d863eef26c node=compute_zero_percentages (analysis) op='calculate_zero_percentages' → success (1458ms),
2026-03-02T19:06:51.327878+00:00,INFO,copilot.workflow,,,plan_b5d863eef26c,,,,,success,,,,replace_zeros_with_median,transformation,replace_zeros_with_median,1726.0,,,,,,,,,,,,,,,,,,,,,[NODE] plan=plan_b5d863eef26c node=replace_zeros_with_median (transformation) op='replace_zeros_with_median' → success (1726ms),
2026-03-02T19:06:52.450631+00:00,INFO,copilot.workflow,,,plan_b5d863eef26c,,,,,success,,,,compute_updated_statistics,analysis,compute_descriptive_stats,1120.6,,,,,,,,,,,,,,,,,,,,,[NODE] plan=plan_b5d863eef26c node=compute_updated_statistics (analysis) op='compute_descriptive_stats' → success (1121ms),
2026-03-02T19:06:54.043627+00:00,INFO,copilot.workflow,,,plan_b5d863eef26c,,,,,success,,,,format_summary_report,summary,format_statistics_report,1589.8,,,,,,,,,,,,,,,,,,,,,[NODE] plan=plan_b5d863eef26c node=format_summary_report (summary) op='format_statistics_report' → success (1590ms),
2026-03-02T19:14:27.490740+00:00,INFO,copilot.workflow,,,plan_e4eab65c268e,,,,,success,,,,node_1,analysis,compute_zero_percentages,1474.5,,,,,,,,,,,,,,,,,,,,,[NODE] plan=plan_e4eab65c268e node=node_1 (analysis) op='compute_zero_percentages' → success (1475ms),
2026-03-02T19:14:29.398169+00:00,INFO,copilot.workflow,,,plan_e4eab65c268e,,,,,success,,,,node_2,operation,filter_columns_by_zero_pct,1901.2,,,,,,,,,,,,,,,,,,,,,[NODE] plan=plan_e4eab65c268e node=node_2 (operation) op='filter_columns_by_zero_pct' → success (1901ms),
2026-03-02T19:14:30.415849+00:00,INFO,copilot.workflow,,,plan_e4eab65c268e,,,,,success,,,,node_3,analysis,compute_column_medians_excluding_zeros,1015.7,,,,,,,,,,,,,,,,,,,,,[NODE] plan=plan_e4eab65c268e node=node_3 (analysis) op='compute_column_medians_excluding_zeros' → success (1016ms),
2026-03-02T19:14:32.998874+00:00,INFO,copilot.workflow,,,plan_e4eab65c268e,,,,,success,,,,node_4,transformation,impute_zeros_with_median,2581.0,,,,,,,,,,,,,,,,,,,,,[NODE] plan=plan_e4eab65c268e node=node_4 (transformation) op='impute_zeros_with_median' → success (2581ms),
2026-03-02T19:14:34.190419+00:00,INFO,copilot.workflow,,,plan_e4eab65c268e,,,,,success,,,,node_5,analysis,compute_summary_statistics,1151.3,,,,,,,,,,,,,,,,,,,,,[NODE] plan=plan_e4eab65c268e node=node_5 (analysis) op='compute_summary_statistics' → success (1151ms),
2026-03-02T19:14:37.051982+00:00,WARNING,copilot.workflow,,,plan_e4eab65c268e,,,,,failed,,,,node_6,summary,format_summary_report,2845.6,,,,,,,,,,Output validation failed: CRITICAL: Node 'node_6' declared output_var='summary_report' but produced no output (output_type=NONE). Downstream variable reads will fail — aborting.,,,,,,,,,,,[NODE] plan=plan_e4eab65c268e node=node_6 (summary) op='format_summary_report' → failed (2846ms),
